source_id,name,latitude,longitude,distance_from_aeos_m,intersection_type,control_type,osm_node_ids,source_review_needed,verified,snapshot_base,source_url,license
gw-0da44389242d,Tumkur Road Exit signal,13.043393,77.590782,2190,midblock_or_single_road,unknown,2408586316,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-7f11b6caced6,Outer Ring Road signal,13.043097,77.590045,2237,midblock_or_single_road,unknown,430127696;11954211369,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-08be26c550f3,Outer Ring Road signal,13.042706,77.590631,2268,midblock_or_single_road,unknown,335663834,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-cb796461db32,Outer Ring Road signal,13.047123,77.569984,3141,midblock_or_single_road,unknown,308081022,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-d410ceba2046,Yelahanka Road × Bhagyada Bagilu Road,13.095245,77.594286,3605,junction,unknown,17327420;2451336631;9880815311,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-3fd0e7dd7f81,1st A Main Road × 15th A Cross Road,13.093533,77.582454,3640,junction,unknown,11445740091;11446054568;11446055369;11446055370,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-374f1cd4b171,Nanjappa Circle,13.068407,77.560371,3705,midblock_or_single_road,unknown,308231592,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-3a45dfe6cb1b,Thanisandra Main Road signal,13.044313,77.626344,4055,junction,unknown,6142618373;6142618374,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-e218a983df30,Service Road × Thanisandra Main Road,13.040491,77.624379,4115,junction,unknown,308238310;10698644147,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-74b9a5b3b0a1,Nagawara Main Road × Service Road,13.039985,77.624302,4143,junction,unknown,343601638;9507354636;10698644148,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-9b689c325a38,New BEL Road signal,13.043512,77.561314,4149,midblock_or_single_road,unknown,2446005983;2572573442,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-08ea6bf69cda,Vidyaranyapura Road × 8th Main Road,13.075808,77.558083,4159,junction,unknown,12794940224;12794940257;12794940258;12794940259,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-21eb0dc191f7,Unnamed signal,13.043828,77.56094,4166,midblock_or_single_road,unknown,6478194285,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-a57ad922afad,New BEL Road signal,13.039366,77.564101,4166,junction,unknown,9817001114;10687622732,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-d954a9566d05,Tank Bund Road × New BEL Road,13.037014,77.565941,4187,pedestrian_crossing,unknown,374217314;5392852814;10684982315;10684982316,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-7029a4d31cf4,Ganganagara 5th Main Road × RT Nagar Main Road,13.024997,77.592949,4208,junction,unknown,7235029649;12959672447;12959672449,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-9ac06533b984,New BEL Road signal,13.034083,77.568579,4225,midblock_or_single_road,unknown,374217275;11554370593;12291502365,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-6a009caa0f54,80 Feet Road × Sanjaynagar Main Road,13.026882,77.5798,4286,junction,unknown,13701806513;13701806514;13701806515,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-22a73752aac7,Kothanur Main Road signal,13.067573,77.633642,4317,midblock_or_single_road,unknown,2460236929;5966255495,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-3e69c7ceb8dc,Nagawara Main Road signal,13.03457,77.622846,4424,junction,unknown,6197117882;10786947292,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-9e3458114c56,Yelahanka Road signal,13.101966,77.586505,4429,midblock_or_single_road,unknown,11445988396,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-170dfaa4005f,Yelahanka New Town Main Road × Doddaballapur Road,13.102171,77.586221,4457,junction,unknown,9695761624;11445988395,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-3028eb2c8891,BEL Road × Vidyaranyapura Road,13.045616,77.556461,4503,junction,unknown,1952787489;2450076422;11933333316;12795275205,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-dc62b041e0dd,BEL Road signal,13.044049,77.557051,4523,midblock_or_single_road,unknown,7228151805,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-3b7a4b934a6f,MS Ramaiah Road signal,13.043575,77.557044,4548,midblock_or_single_road,unknown,2578344267;7228151804,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-098af758a28c,New BEL Road × 80 Feet Road,13.028421,77.571341,4551,junction,unknown,9713504810;10691285605;12985332606,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-af9941a1d3e3,Nagawara Main Road × A P J Abdul Kalam Road,13.031986,77.621832,4560,junction,unknown,10187842628;13409937609;13409937610;13409937611;13409937612,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-550b9c18243d,Kogilu Cross,13.103631,77.600403,4588,junction,unknown,331665381;2451336634;6131746732;10975890137,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-64805e650d9c,BEL Road signal,13.049637,77.553759,4608,junction,unknown,308231837,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-987bc279f9b8,Nagawara Main Road signal,13.03031,77.621078,4650,midblock_or_single_road,unknown,599226700;10783657574;11385066517,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-5722672191ea,RT Nagar Main Road × Taralabalu Marg,13.020768,77.592465,4680,junction,unknown,582575956,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-fdf5b04b7e9f,Thanisandra Main Road × Bhartiya City Road,13.083913,77.634681,4983,junction,unknown,13648828663;13648828664;13648828665,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-05da45bd6bf0,Mohan Kumar Road × MS Ramaiah Road,13.034785,77.557388,5052,junction,unknown,308231734;10839591755;10839591756;10839591759,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-aefdf44874f3,K. Narayanapura Main Road × Kothanur Main Road,13.066368,77.640775,5072,junction,unknown,410605177,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-bfd1b634432b,8th Main Road × B Srinivas Murthy Road,13.035613,77.553615,5327,junction,unknown,431530258,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-3a20e8a875ca,MS Palya Circle × Yelahanka Road,13.081628,77.548319,5380,junction,unknown,2447233119;2447233120;2447233122;2447233127;2447233128;2447233134,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-0edecefa7fdd,Jayamahal Road signal,13.014496,77.584334,5477,midblock_or_single_road,unknown,3676182395,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-39e2ad4e8640,Dr. CV Raman Road signal,13.01458,77.58368,5482,midblock_or_single_road,unknown,11954212343,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-aef4e5552b6d,Hennur Road × Hennuru - Bagaluru Road,13.031681,77.6359,5702,junction,unknown,12301590044;12301590045;12301590046,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-d06e08e288a0,Hennur Bagalur Road × K. Narayanapura Main Road,13.052853,77.646059,5738,junction,unknown,308218810;6130580752;12301590052,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-cd3ec0f0ad5b,Hennuru - Bagaluru Road × Kempegowda Road,13.039505,77.641485,5752,junction,unknown,2125916087;7172895621;7172895628;10585575510,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-5b6b5f21e6f2,Hennuru - Bagaluru Road signal,13.036832,77.640765,5824,junction,unknown,2125916065,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-a571b7037d6c,Dr. CV Raman Road × New BEL Road,13.014714,77.572771,5827,junction,unknown,295735476;2703669945;7257695672,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-e01c40e1ef6b,CQAL Road × Jayamahal Road,13.010009,77.590688,5885,junction,unknown,430043662;3676182371;12075650280,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-07a70c80a5d1,Unnamed signal,13.082048,77.542445,5988,unresolved,unknown,13023127932,True,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-1e4eadaaab86,Anantapura Gate,13.114853,77.578971,6012,midblock_or_single_road,unknown,2300032317;2455311260,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-aa970997901f,CV Raman Road signal,13.014109,77.565538,6238,midblock_or_single_road,unknown,2703669937,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-61985a44659f,CV Raman Road × MS Ramaiah Road,13.017092,77.56057,6249,junction,unknown,251361762;426835306,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-aa3f5e1ef564,Rahman Khan Road signal,13.018908,77.557579,6284,midblock_or_single_road,unknown,11843210612,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-3a9c7e495716,Tumkur Road × 8th Main Road,13.018395,77.557899,6307,junction,unknown,427594203;11690829652,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-7b9ebf74a76e,Tumkur Road signal,13.018603,77.557431,6321,midblock_or_single_road,unknown,12632101641,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-6d6973e1f906,Nandi Durga Road × Jayamahal Road,13.005556,77.593287,6369,junction,unknown,7280461398;12378776040;12378776041,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-562442abfd13,Kammanahalli Main Road × CMR Road,13.022764,77.637211,6455,junction,unknown,12943290295;12943290296;12943290297;12943290298,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-88ff2cf15b59,Sankey Road × Vyalikaval Main Road,13.00644,77.578779,6486,junction,unknown,10003979594;10003979595;10003979596;12064311431,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-674a7aa0d0ba,18th Cross Road × Sampige Road,13.008477,77.571144,6535,junction,unknown,251361754;11898236318;11898236319,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-f388ea7bc192,18th Cross Road × Margosa Road,13.008658,77.56915,6601,junction,unknown,295735336;11898247208;11898247210,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-4397688ce997,Jayamahal Road × 5th Main Road,13.001462,77.594464,6824,junction,unknown,465232495;6457608221;6949633168;6949633169,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-20a06aca5c4c,15th Cross Road × Sampige Road,13.005436,77.571213,6846,junction,unknown,427593305,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-6e3d20ebbfe3,18th Cross Road × 8th Main Road,13.008937,77.563145,6866,junction,unknown,12006313287;12809847691;12809847692,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-d4851b575b17,Margosa Road signal,13.005587,77.569235,6911,pedestrian_crossing,unknown,295735338,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-039fdfd8bb57,Gorguntepalaya Cross,13.02897,77.54006,6959,junction,unknown,308074193;419638217;11964711937,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-ba9c3074ff00,15th Cross Road × 4th Main Road,13.005549,77.568165,6961,junction,unknown,427593301,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-2c34406b5f8f,15th Cross Road × 6th Main Road,13.005623,77.566714,7018,junction,unknown,427593103,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-a295b42702b6,HMT Link Road × Pipeline Road,13.036681,77.535105,7020,junction,unknown,13429861055;13429861056;13429861057;13429861058,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-f5f333179137,Pottery Road × Tannery Road,13.002007,77.612115,7039,junction,unknown,343094471;3342156305;11841864043,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-8e4aef98cb22,13th Cross Road × West Park Road,13.003671,77.569996,7077,junction,unknown,427593076,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-64ad84fd836c,15th Cross Road × 8th Main Road,13.005658,77.56516,7087,junction,unknown,9935424308;12809422086;12809422088;12809882514,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-db2b08a1f941,Davis Road × Hennur Main Road,13.00405,77.619658,7098,junction,unknown,296029992;3191039329;11584555915;11584555916,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-fdcc67c9df79,MM Road × Haines Road,13.001039,77.611846,7135,junction,unknown,1837823400,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-0889d8ea49e4,Outer Ring Road × Tumkur Road,13.030356,77.537154,7147,junction,unknown,10991477214;12059868183;12059868184,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-5828013ef1c6,15th Cross Road × 10th Main Road,13.005698,77.563788,7150,junction,unknown,427593098,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-3328483025de,13th Cross Road × 4th Main Road,13.003682,77.568197,7150,junction,unknown,427593398,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-a1b3ddf59278,13th Cross Road × 6th Main Road,13.003688,77.566768,7211,junction,unknown,427593300,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-8d12d74ee8a7,13th Cross Road × 8th Main Road,13.003694,77.565304,7277,junction,unknown,427593100,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-a16208d14118,7th Main Road × 2nd Cross Road,13.015245,77.642797,7472,junction,unknown,13807679748;13807679749;13807679750,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-bc0be3fc11d0,8th Cross Road × Sampige Road,12.999235,77.571348,7488,junction,unknown,427593081;11898868422;12425345227,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-bae705ed6d4b,Palace Cross Road signal,12.995608,77.589592,7490,midblock_or_single_road,unknown,9938657075,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-bb652a4a5691,Millers Road × Nandi Durga Road,12.995493,77.601928,7535,junction,unknown,412135152;1290058657;12466639117,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-b344e0980ee5,Promenade Road × Haines Road,12.995661,77.608414,7628,junction,unknown,12943206948;12943206949,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-88759fe5a388,Unnamed signal,12.997067,77.614445,7637,unresolved,unknown,11853406315,True,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-925e2257ca5e,Nandhini Layout Main Road × Kanteerava Studio Main Road,13.019036,77.539748,7640,junction,unknown,446782731,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-2a62256f4b41,SRS,13.034671,77.529687,7647,junction,unknown,858946512;12353375375,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-b3a84bcb6539,Coconut Avenue Road × 5th Cross Road,12.996958,77.573227,7665,junction,unknown,426962389;12666382122;12666382123,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-b14206ed3601,M V Jayaram Road signal,12.993757,77.595581,7682,midblock_or_single_road,unknown,4030004341,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-3a3bd1c54346,Bagalur Road × Bellahalli Main Road,13.122218,77.630542,7694,junction,unknown,512072644;512072658;2124745502;2124745542,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-1107942edd08,Millers Road signal,12.993379,77.595564,7724,midblock_or_single_road,unknown,4058219853,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-3f1128d4be5a,Thimmaiah Road signal,12.993319,77.595928,7731,midblock_or_single_road,unknown,4058219855,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-4848b1281e24,Windsor Square,12.993851,77.585075,7732,junction,unknown,1989699952;1989700046,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-d67c5d54486e,Unnamed signal,12.995846,77.613354,7735,unresolved,unknown,11853576386,True,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-1a3f57820a88,5th Cross Road × Margosa Road,12.9969,77.569436,7802,junction,unknown,295735342;3919859765;11898860862,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-0f04dbcbe412,Sankey Road signal,12.993181,77.585071,7806,midblock_or_single_road,unknown,1989699958,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-27652dc41abf,Dr. Rajkumar Road × 6th Cross Road,13.004393,77.55378,7829,junction,unknown,446860602;4912560032;12531369249;12531369253,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-707401c502be,New Bamboo Bazaar Road × Millers Road,12.993583,77.607344,7832,junction,unknown,249083111;1589590957;12139153727;12139153728,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-b8ddc80c4ef8,Buddha Vihar Road × Wheeler Road,12.995973,77.617079,7840,junction,unknown,11856705103;11856705104,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-2053a9647df9,Wheeler Road signal,12.995572,77.616453,7861,midblock_or_single_road,unknown,1843612311,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-88f6c7e5e56f,Chord Road × 12th Cross Road,13.007663,77.548664,7864,junction,unknown,13652131853;13652131854;13652131855,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-d8109aab7c8c,Assayee Road signal,12.995611,77.61687,7871,midblock_or_single_road,unknown,1843612344,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-f2816d0e371f,Seppings Road × Saunders Road,12.992719,77.60972,7977,junction,unknown,249083107;1465590369;7617898611;12139153743,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-43658d4e0838,Pipeline Road × Chord Road,13.006061,77.548749,7998,junction,unknown,308188550;308188640;308232885;308232886,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-7d1823ca4c70,Banaswadi Main Road × 7th Main Road,13.009228,77.643397,8003,junction,unknown,416419153;2473230014,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-6432e2dfc170,Prince of Wales Road × Queen's Road,12.990652,77.59958,8047,junction,unknown,249081922;4030321893;9930000954,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-a11be6c3bdc8,Palace Road signal,12.990301,77.58864,8086,midblock_or_single_road,unknown,294076280,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-183d4e237f38,Mill Corner Road × Sampige Road,12.993349,77.571431,8106,junction,unknown,251361750;11898958122,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-9fe6707c7c6b,Cunningham Road signal,12.98964,77.592829,8139,midblock_or_single_road,unknown,249082012;12135211600,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-ca4b869497d6,10th Cross Road × 12th Cross Road,13.003965,77.54941,8140,junction,unknown,308232366;308232877;4393134092;4824730263;12068481130;13503202473;13503202497,True,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-4304a1776ed4,Link Road × Sheshadripuram Main Road,12.991911,77.575415,8141,pedestrian_crossing,unknown,427531037,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-9abfbd6f08af,Shri T R A Thumba Chetty Circle,12.991731,77.614522,8210,junction,unknown,343088229;11856705121;11857026800,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-b42865979546,Horamavu Main Road signal,13.019262,77.655696,8246,midblock_or_single_road,unknown,3659483616;7384187433,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-5f783b2531c9,Banaswadi Main Road signal,13.018871,77.655563,8260,midblock_or_single_road,unknown,1834315102;7384187432,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-a3aff34085a0,1st Cross Road × Tumkur Road,13.037898,77.522206,8265,junction,unknown,774662327;4843481807;4843481808;4843481809;4843481817;4843481818;6033543910;10156396908,True,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-c79f59fb08d9,Kamaraj Road × Saint John's Church Road,12.990581,77.613917,8316,junction,unknown,11856875807;11856875821;11856875822;12943244681,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-8a2f23257e59,Horamavu Main Road × Horamavu Agara Main Road,13.028709,77.663766,8448,junction,unknown,1837693718;7404474556,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-7c8630d9de1b,Dr. Rajkumar Road × Mahakavi Kuvempu Road,12.998218,77.55305,8449,junction,unknown,1447805104;3919859801;4703663964;4912560047,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
